IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP18,DEC_TP6018,DEC_Q118,DEC_MED18,DEC_Q318,DEC_EQ18,DEC_D118,DEC_D218,DEC_D318,DEC_D418,DEC_D618,DEC_D718,DEC_D818,DEC_D918,DEC_RD18,DEC_S80S2018,DEC_GI18,DEC_PACT18,DEC_PTSA18,DEC_PCHO18,DEC_PBEN18,DEC_PPEN18,DEC_PAUT18,DEC_NOTE18
751010201,Les Halles 1,75101,Paris 1er Arrondissement,70,17.4,18160,32230,54240,1.12,7600,14700,20980,26350,39050,47310,60610,81910,10.8,19.5,0.528,71.3,59.4,2.3,9.6,10.1,18.6,0
751010202,Les Halles 2,75101,Paris 1er Arrondissement,75.7,,23330,41130,70640,1.15,12630,20020,26220,33280,50890,61770,78870,118190,9.4,17.6,0.534,67,57.1,1.9,8,8.4,24.6,0
751010203,Les Halles 3,75101,Paris 1er Arrondissement,73.7,12.6,21050,36300,63270,1.16,10300,18130,23570,29180,44640,58040,74240,105440,10.2,17.6,0.536,67.8,58.2,1.9,7.7,13.2,19,0
751010204,Les Halles 4,75101,Paris 1er Arrondissement,71.5,13.8,19370,32570,55630,1.11,10110,16900,21760,27070,39050,48390,64520,87170,8.6,12.5,0.468,75.7,66.7,2.7,6.3,13,11.3,0
751010301,Palais Royal 1,75101,Paris 1er Arrondissement,75,13.5,21270,40930,70550,1.2,9320,18050,25160,32330,49890,62880,81390,120950,13,20.8,0.542,70.4,56.5,2,11.9,13.9,15.7,0
751010401,Place Vendome 1,75101,Paris 1er Arrondissement,79.7,,27240,51500,89620,1.21,12950,22730,30620,39570,61110,75250,105500,188120,14.5,26.5,0.617,64.4,53.9,1.2,9.3,10.3,25.3,0
751010402,Place Vendome 2,75101,Paris 1er Arrondissement,74.7,,22680,40750,79330,1.39,10950,19870,26050,33540,50080,65140,92010,135880,12.4,18.1,0.522,70.6,62.2,1.8,6.6,9.7,19.7,0
751020601,Vivienne 1,75102,Paris 2e Arrondissement,75.5,,22480,40070,70370,1.2,10990,19520,26290,32210,47860,61600,84400,125660,11.4,16.5,0.509,78.2,65.5,1.9,10.8,9,12.8,0
751020602,Vivienne 2,75102,Paris 2e Arrondissement,74.9,,21900,39380,62930,1.04,9600,18870,25530,30820,47070,56770,73460,99890,10.4,14.2,0.463,81.8,69,2.3,10.5,10.8,7.4,0
751020701,Mail 1,75102,Paris 2e Arrondissement,74.9,14.5,20430,37690,64910,1.18,9620,17200,24090,30920,45050,57200,73530,103190,10.7,14.7,0.483,77.3,68.4,2.6,6.3,9.6,13.1,0
751020702,Mail 2,75102,Paris 2e Arrondissement,75.5,14.5,21620,37780,62480,1.08,9100,17890,24030,30390,44970,55430,72780,114440,12.6,23.8,0.584,77.2,65.7,2,9.5,8.1,14.7,0
751020703,Mail 3,75102,Paris 2e Arrondissement,73.2,17.2,18370,35580,60360,1.18,8470,14830,21770,29040,44030,53140,70980,107300,12.7,17.5,0.49,82.1,69.5,2.9,9.7,7.7,10.2,0
751020801,Bonne Nouvelle 1,75102,Paris 2e Arrondissement,67.4,23.4,13620,30550,56860,1.42,6610,11490,17150,24700,38600,49520,64190,92470,14,18.1,0.493,83.7,69.8,3,10.9,8,8.3,0
751020802,Bonne Nouvelle 2,75102,Paris 2e Arrondissement,74.6,13.8,21560,39150,61270,1.01,10090,17950,24040,31370,45290,54170,70710,109520,10.9,14.1,0.466,80,68.1,3.4,8.5,10.7,9.3,0
751020803,Bonne Nouvelle 3,75102,Paris 2e Arrondissement,69.7,16.4,19330,33750,56720,1.11,9080,15590,21750,27880,41220,49990,65230,89190,9.8,13.7,0.453,79.3,70.5,3.3,5.5,10.3,10.4,0
751020804,Bonne Nouvelle 4,75102,Paris 2e Arrondissement,67.9,18.8,16980,32070,54000,1.15,7290,13540,19820,25730,40750,48460,59830,83160,11.4,14.5,0.454,85.7,72.9,3.4,9.4,5.9,8.4,0
751020805,Bonne Nouvelle 5,75102,Paris 2e Arrondissement,69.1,19.8,16290,30990,51260,1.13,7230,13130,19440,24740,38550,47100,56990,76450,10.6,14,0.453,86.4,76.2,3.2,7,7.3,6.3,0
751030901,Arts et Métiers 1,75103,Paris 3e Arrondissement,69.4,19.5,17010,33120,53810,1.11,7550,13350,20760,26960,39880,48200,61370,88350,11.7,18.5,0.499,79.9,71.8,2.6,5.5,11.8,8.3,0
751030902,Arts et Métiers 2,75103,Paris 3e Arrondissement,71,17.6,17570,33700,53010,1.05,7560,14600,21290,26810,39810,48090,59930,78990,10.4,12.7,0.427,80,70.9,3.2,5.9,11.5,8.5,0
751030903,Arts et Métiers 3,75103,Paris 3e Arrondissement,73.4,13.5,20600,35540,58550,1.07,9500,17400,23680,29870,43450,52110,68230,92380,9.7,13.4,0.462,83.5,67.9,3,12.6,9.1,7.4,0
751030904,Arts et Métiers 4,75103,Paris 3e Arrondissement,67.3,21.3,15120,29390,49340,1.16,6970,12520,18280,23710,36130,44300,56120,75390,10.8,15.9,0.462,82.8,72.9,3.8,6.1,9.3,7.9,0
751030905,Arts et Métiers 5,75103,Paris 3e Arrondissement,,,19690,36390,59000,1.08,9790,16480,22170,29000,43110,53960,67340,101630,10.4,18.8,0.526,77,66.3,2.9,7.8,9.6,13.4,0
751031001,Enfants Rouges 1,75103,Paris 3e Arrondissement,72.4,14.9,19440,34370,59310,1.16,9090,16280,23320,29870,42850,53980,66490,91790,10.1,13.9,0.459,79.5,67.3,3.3,8.9,10.2,10.3,0
751031002,Enfants Rouges 2,75103,Paris 3e Arrondissement,73.9,12.8,21240,40020,64770,1.09,11050,17530,25180,32940,47850,58760,80420,119270,10.8,14.2,0.464,78.1,66.2,2.2,9.7,13.1,8.8,0
751031003,Enfants Rouges 3,75103,Paris 3e Arrondissement,75.3,12.1,22610,39940,64990,1.06,11150,18850,26280,32280,48890,58390,79630,121650,10.9,17.8,0.529,78.7,66.4,2.5,9.8,9.4,11.9,0
751031004,Enfants Rouges 4,75103,Paris 3e Arrondissement,72.9,13.7,21100,39400,69450,1.23,9660,17370,23750,32410,49570,61800,90240,149320,15.5,23.6,0.569,73.3,59.3,2,12,9,17.7,0
751031101,Les Archives 1,75103,Paris 3e Arrondissement,73.6,12.9,21400,39900,68970,1.19,10110,16950,24920,31080,49920,60310,79110,108670,10.8,20.2,0.544,77.1,61.7,2.5,12.9,10.8,12.1,0
751031102,Les Archives 2,75103,Paris 3e Arrondissement,75.6,,24300,44690,77970,1.2,11150,20250,28190,36800,55620,70890,90930,146260,13.1,18.2,0.515,65.1,52.3,1.9,10.9,15.6,19.3,0
751031103,Les Archives 3,75103,Paris 3e Arrondissement,74.6,,22060,39640,71840,1.26,10650,18840,25850,32770,50270,64460,80810,128340,12.1,21.9,0.573,61.6,49.7,1.3,10.6,15.8,22.6,0
751031104,Les Archives 4,75103,Paris 3e Arrondissement,75.9,10.9,23780,41360,68700,1.09,11950,20130,27550,34200,49720,59630,81530,129310,10.8,18.6,0.548,71,55.2,1.7,14.1,12.9,16.1,0
751031201,Sainte-Avoye 1,75103,Paris 3e Arrondissement,71.1,18.1,16870,34330,58710,1.22,7840,13670,20450,27360,42620,52230,66220,102900,13.1,20.9,0.528,76,62.7,2.2,11.1,11.9,12.1,0
751031202,Sainte-Avoye 2,75103,Paris 3e Arrondissement,71,15.1,18110,34320,58240,1.17,9220,14970,21200,27660,43030,52490,70370,102310,11.1,18,0.524,73.7,61.8,2,9.9,11.3,15,0
751031203,Sainte-Avoye 3,75103,Paris 3e Arrondissement,71.7,15.2,19190,32470,52360,1.02,8670,16000,21730,26660,38590,47420,58420,88390,10.2,12.6,0.447,72,63.7,2.7,5.6,19.2,8.8,0
751031204,Sainte-Avoye 4,75103,Paris 3e Arrondissement,71.1,20.8,15800,31560,49930,1.08,5340,12190,19700,25760,37820,45270,55650,79330,14.9,19.1,0.468,82.5,70.1,3.4,9,9.1,8.4,0
751041301,Saint-Merri 1,75104,Paris 4e Arrondissement,74.5,15.2,20410,36630,60850,1.1,8770,16720,23800,30950,45650,54730,70450,101970,11.6,17.6,0.511,73.9,64,2.2,7.7,12.8,13.3,0
751041302,Saint-Merri 2,75104,Paris 4e Arrondissement,71.7,15.4,20850,36130,59520,1.07,8390,16930,23450,28830,43240,52510,67450,89110,10.6,13.8,0.443,76.7,66.9,3.2,6.6,11,12.3,0
751041303,Saint-Merri 3,75104,Paris 4e Arrondissement,67.2,18.4,16850,32930,55780,1.18,7220,13850,20250,27400,40280,50400,62970,90890,12.6,16.3,0.468,78.6,66,2.9,9.7,12.8,8.6,0
751041401,Saint-Gervais 1,75104,Paris 4e Arrondissement,60.1,25.8,12580,25580,42920,1.19,5560,10760,15430,20250,31060,38020,47890,72420,13,22.5,0.543,58.2,50.7,2.5,5,17,24.8,0
751041402,Saint-Gervais 2,75104,Paris 4e Arrondissement,72,13,20270,32950,55880,1.08,9780,17430,22420,27460,40860,49830,67010,102490,10.5,17.1,0.53,66.1,54.2,2.3,9.6,14.4,19.5,0
751041403,Saint-Gervais 3,75104,Paris 4e Arrondissement,68.6,15.3,19820,34950,56370,1.05,9160,16000,22350,27600,42480,51870,64220,97500,10.6,17.6,0.521,74.9,60.7,2.2,12,14.6,10.5,0
751041404,Saint-Gervais 4,75104,Paris 4e Arrondissement,72.1,,20400,33630,56250,1.07,10810,18180,22760,26910,40660,49670,66060,95010,8.8,12.4,0.468,73.5,59.6,2.9,11,15.3,11.2,0
751041501,Arsenal 1,75104,Paris 4e Arrondissement,71.6,14.6,19140,30950,52740,1.09,9070,16790,21810,26180,37720,46570,60650,88580,9.8,15.7,0.506,71.1,60.3,1.8,9,14.9,14,0
751041502,Arsenal 2,75104,Paris 4e Arrondissement,74.7,,22680,38800,65380,1.1,10300,18450,27180,32100,46040,57570,73560,96780,9.4,13.5,0.453,64.3,55.4,2.1,6.8,21.4,14.3,0
751041503,Arsenal 3,75104,Paris 4e Arrondissement,77,,24530,43100,71350,1.09,12470,21090,28680,35010,52750,64650,81930,115800,9.3,13.3,0.471,72,58.2,2,11.8,15.3,12.7,0
751041504,Arsenal 4,75104,Paris 4e Arrondissement,74.3,12.3,23020,39250,64470,1.06,10760,18510,26530,31830,47250,57520,72630,113260,10.5,19,0.55,60.8,48.1,2,10.7,15.3,23.9,0
751041601,Notre Dame 1,75104,Paris 4e Arrondissement,76,11.5,22150,42940,75830,1.25,11070,19200,25990,35580,54170,65570,87450,140200,12.7,27.6,0.616,54.3,43.5,1.7,9.1,16.3,29.4,0
751051701,Saint-Victor 1,75105,Paris 5e Arrondissement,72,13.7,21520,36470,58090,1,9840,18190,24510,31500,43000,53070,65480,84170,8.6,11.8,0.42,73.6,64.3,2.5,6.8,18.5,7.9,0
751051702,Saint-Victor 2,75105,Paris 5e Arrondissement,76.7,,23580,39500,60030,0.92,14010,20930,26900,32600,47220,55730,65720,94610,6.8,9.6,0.418,70.5,62.7,1.9,5.9,20.7,8.8,0
751051703,Saint-Victor 3,75105,Paris 5e Arrondissement,71.8,10.4,21620,34080,54400,0.96,12350,18940,23800,29100,40170,48380,59210,78810,6.4,9.2,0.406,72.1,65.3,1.7,5.1,17.2,10.7,0
751051704,Saint-Victor 4,75105,Paris 5e Arrondissement,75.5,10.1,23700,39420,61210,0.95,12910,20150,26650,32660,46140,55230,68660,98130,7.6,11.6,0.454,64.3,54.1,1.8,8.4,18.9,16.8,0
751051705,Saint-Victor 5,75105,Paris 5e Arrondissement,72.9,13.2,22230,40140,67720,1.13,9280,18650,25780,32460,49020,59850,79740,116800,12.6,18.5,0.516,59,49.3,1.4,8.3,18.3,22.7,0
751051801,Jardin des Plantes 1,75105,Paris 5e Arrondissement,77.3,,25960,40060,57940,0.8,12830,22020,28470,33300,45540,53380,64280,87620,6.8,8.9,0.385,73.4,66.4,1.8,5.2,19.9,6.7,0
751051802,Jardin des Plantes 2,75105,Paris 5e Arrondissement,73.9,12.2,20850,35770,56420,0.99,11150,18380,23900,30360,41810,49350,61830,80170,7.2,9.2,0.389,72.7,65.6,2.3,4.8,20,7.3,0
751051803,Jardin des Plantes 3,75105,Paris 5e Arrondissement,74.2,12.6,21720,35400,55380,0.95,10540,19070,23780,30260,42340,49820,61690,80030,7.6,9.8,0.407,71.3,62,2.8,6.5,18.1,10.6,0
751051804,Jardin des Plantes 4,75105,Paris 5e Arrondissement,68.3,17.9,17320,30050,51600,1.14,8090,14750,19930,25670,35570,44200,58470,78620,9.7,15.3,0.49,67.9,56.6,1.7,9.6,24.5,7.6,0
751051805,Jardin des Plantes 5,75105,Paris 5e Arrondissement,70.9,16.4,19700,32040,49100,0.92,7500,16590,22300,26820,37300,43860,55380,74480,9.9,12.1,0.424,64.7,55.2,1.6,7.9,27,8.3,0
751051806,Jardin des Plantes 6,75105,Paris 5e Arrondissement,68.3,15.8,18300,31840,49910,0.99,9140,15760,20830,26650,39040,46290,55160,79100,8.7,12.9,0.455,71.6,61.3,2.2,8.1,19.7,8.7,0
751051807,Jardin des Plantes 7,75105,Paris 5e Arrondissement,71.8,10.8,21250,32930,49930,0.87,12420,18550,23560,28660,37910,44550,54120,73140,5.9,8.4,0.391,72.4,63.4,2.2,6.8,19.1,8.5,0
751051808,Jardin des Plantes 8,75105,Paris 5e Arrondissement,78.1,,25860,40380,61720,0.89,13360,22270,29880,35430,46950,56170,67980,99340,7.4,25.5,0.662,44.8,39.1,1.2,4.5,13.3,41.9,0
751051901,Val de Grace 1,75105,Paris 5e Arrondissement,75.5,10.5,23250,38940,59650,0.93,12560,20160,26800,32510,45850,54180,67130,97440,7.8,10.9,0.431,65.3,57.5,1.6,6.2,23.2,11.5,0
751051902,Val de Grace 2,75105,Paris 5e Arrondissement,71.7,12.8,22520,40900,64860,1.04,10340,18770,26660,34170,48460,56900,70080,103860,10,15.7,0.482,64.9,53.1,1.5,10.3,21.5,13.6,0
751051903,Val de Grace 3,75105,Paris 5e Arrondissement,72.9,11.5,23320,41260,65760,1.03,11260,20000,27780,35020,48500,60790,74350,128320,11.4,16.8,0.518,68.4,56.9,1.4,10.1,17.8,13.8,0
751051904,Val de Grace 4,75105,Paris 5e Arrondissement,78.9,,28810,48480,77500,1,14900,23360,32020,39970,57900,69960,87420,124910,8.4,15.4,0.513,69.2,56.7,2.9,9.6,20.2,10.6,0
751051905,Val de Grace 5,75105,Paris 5e Arrondissement,77.4,9.2,28590,54490,97530,1.27,13670,25190,32740,43060,69630,87300,110930,178070,13,19.5,0.546,69.6,53.4,1,15.2,14.7,15.7,0
751051906,Val de Grace 6,75105,Paris 5e Arrondissement,74.2,11.7,23070,40590,67660,1.1,10230,20820,26900,33360,49900,60820,79970,110820,10.8,15.4,0.49,64,52.7,1.6,9.7,22.7,13.3,0
751051907,Val de Grace 7,75105,Paris 5e Arrondissement,72.8,12,21620,38150,66190,1.17,9900,18430,24440,31320,46730,59460,74990,110210,11.1,17.2,0.52,67.9,55.3,1.8,10.8,17.8,14.3,0
751051908,Val de Grace 8,75105,Paris 5e Arrondissement,71.4,15,20490,37760,59700,1.04,8560,16710,23440,29970,43840,52640,67590,91780,10.7,15.8,0.481,66.8,58.1,2.3,6.4,20.7,12.5,0
751052001,Sorbonne 1,75105,Paris 5e Arrondissement,69.4,14.9,19620,33760,57020,1.11,8420,16320,21480,27530,42370,51780,65790,101680,12.1,19.8,0.537,66.9,59.1,1.6,6.2,18.4,14.7,0
751052002,Sorbonne 2,75105,Paris 5e Arrondissement,74.5,,24840,44630,77020,1.17,10440,20430,28410,37250,54400,67810,89090,126460,12.1,15.5,0.475,64.1,55.1,1.4,7.6,18.1,17.8,0
751052003,Sorbonne 3,75105,Paris 5e Arrondissement,67.7,18.1,17940,32650,55180,1.14,5400,14160,20620,26340,41290,50310,62350,92590,17.1,20.4,0.492,69.9,57.8,2.7,9.4,19,11.1,0
751052004,Sorbonne 4,75105,Paris 5e Arrondissement,69.4,14.3,19960,37580,62960,1.14,9960,16710,23880,30440,44550,56840,73310,112070,11.3,19.8,0.539,67.8,49,1.5,17.3,17.7,14.5,0
751062101,Monnaie 1,75106,Paris 6e Arrondissement,70,,24400,45020,83200,1.31,9690,20100,27000,35330,54170,69000,98820,184600,19.1,29.2,0.608,71.4,50.5,0.9,20,12.7,15.9,0
751062102,Monnaie 2,75106,Paris 6e Arrondissement,69.5,14.8,20170,35630,62770,1.2,8110,16940,22880,29270,44470,57420,74490,113610,14,24.6,0.574,67.6,53.8,2.1,11.7,17.1,15.3,0
751062103,Monnaie 3,75106,Paris 6e Arrondissement,72.1,,22650,37950,67250,1.18,10520,18820,25100,31280,47460,60970,79650,114800,10.9,21.2,0.567,64.2,48.5,1.4,14.3,20.2,15.6,0
751062201,Odeon 1,75106,Paris 6e Arrondissement,78.9,,27550,53840,101340,1.37,14920,23370,30880,42410,67030,90390,136350,252550,16.9,52.1,0.753,32.4,29.4,0.4,2.6,11,56.6,0
751062202,Odeon 2,75106,Paris 6e Arrondissement,,,26270,49070,89330,1.29,13270,22980,31190,37910,59040,77320,106200,188330,14.2,26,0.607,48,42.3,0.9,4.8,17.9,34.1,0
751062203,Odeon 3,75106,Paris 6e Arrondissement,71.6,14.1,22020,40810,72160,1.23,8760,17470,25390,32420,52020,63770,84850,135800,15.5,21.8,0.543,64.4,50.2,1.9,12.3,17.2,18.4,0
751062204,Odeon 4,75106,Paris 6e Arrondissement,76.8,10.5,23470,43410,76910,1.23,12270,19710,26530,35830,53460,67660,90710,138330,11.3,20.9,0.567,62.3,49.9,1.4,11,16.1,21.6,0
751062301,Notre Dame des Champs 1,75106,Paris 6e Arrondissement,79.9,,28780,52170,92740,1.23,16420,24350,34040,43690,63810,79840,106560,172560,10.5,14.9,0.496,64.9,49,1,14.9,19.1,16,0
751062302,Notre Dame des Champs 2,75106,Paris 6e Arrondissement,78.4,,29510,54100,95970,1.23,14970,24750,33180,42670,66750,85740,116200,216450,14.5,22,0.57,59.5,43.9,1.1,14.5,17.1,23.4,0
751062303,Notre Dame des Champs 3,75106,Paris 6e Arrondissement,75.3,,24800,47530,80800,1.18,10580,20280,28730,38340,57430,71380,96230,158410,15,22.8,0.559,58.3,49.2,1.9,7.2,19.7,22,0
751062304,Notre Dame des Champs 4,75106,Paris 6e Arrondissement,77,,28400,55080,98460,1.27,14380,23450,33600,42960,67210,85570,116350,195110,13.6,26.2,0.607,58.5,46.7,1.2,10.6,14.5,27,0
751062305,Notre Dame des Champs 5,75106,Paris 6e Arrondissement,77.9,,27210,49480,81750,1.1,13700,23020,31850,39200,59230,73910,93270,143370,10.5,17.3,0.523,71.1,55.7,1.2,14.2,16.2,12.7,0
751062306,Notre Dame des Champs 6,75106,Paris 6e Arrondissement,80.3,,28340,47530,77170,1.03,15420,24160,31160,38060,57630,70380,89860,121700,7.9,13.3,0.487,69.4,57,1.6,10.8,18.4,12.2,0
751062307,Notre Dame des Champs 7,75106,Paris 6e Arrondissement,77.9,,25920,46240,78970,1.15,12650,21980,29690,37520,56970,71210,90450,134130,10.6,14.7,0.479,64,48.8,1.5,13.7,22,14,0
751062308,Notre Dame des Champs 8,75106,Paris 6e Arrondissement,77.7,,25130,43520,73640,1.11,14290,22310,29210,35290,53280,67030,86140,134900,9.4,14.7,0.509,61.1,53.4,2.4,5.3,20.1,18.8,0
751062309,Notre Dame des Champs 9,75106,Paris 6e Arrondissement,67.8,14,19180,38730,73160,1.39,10260,16170,22390,29960,49380,62210,84820,128810,12.6,24.1,0.582,67.7,51.1,1.4,15.2,18,14.3,0
751062310,Notre Dame des Champs 10,75106,Paris 6e Arrondissement,76.7,11.2,23730,46460,86900,1.36,11900,20000,28420,36460,58890,73570,98230,157020,13.2,25.4,0.599,61.9,45.7,1.2,15,16.2,21.9,0
751062311,Notre Dame des Champs 11,75106,Paris 6e Arrondissement,79.6,,29770,52690,94600,1.23,17820,25460,33320,44040,65380,83590,103940,164850,9.3,16.1,0.528,56.2,44,1,11.2,19.2,24.6,0
751062401,Saint-Germain des Pres 1,75106,Paris 6e Arrondissement,74.8,,26080,42460,79160,1.25,12120,21400,29820,36460,54730,69540,92850,165700,13.7,24.8,0.607,59.8,50.2,1.1,8.5,14.2,26,0
751062402,Saint-Germain des Pres 2,75106,Paris 6e Arrondissement,68.8,14.4,20330,42230,84370,1.52,8480,17010,24000,32630,55950,73200,109370,202350,23.9,40.3,0.657,60.6,45.7,1.1,13.8,14.7,24.7,0
751072501,Saint-Thomas d'Aquin 1,75107,Paris 7e Arrondissement,78.3,,28840,58940,115600,1.47,13810,23380,33750,45450,74160,99830,145340,235150,17,32.3,0.622,55.2,44.1,0.9,10.2,17.2,27.6,0
751072502,Saint-Thomas d'Aquin 2,75107,Paris 7e Arrondissement,77.8,,31580,56410,103950,1.28,15920,26440,37290,46700,75040,92460,124280,213520,13.4,22.4,0.588,66.9,41.2,0.9,24.8,13.6,19.5,0
751072503,Saint-Thomas d'Aquin 3,75107,Paris 7e Arrondissement,78,,25210,51770,95850,1.36,12700,21110,30090,40340,63910,85410,120200,212540,16.7,46.4,0.722,41,30.7,0.7,9.6,10.7,48.3,0
751072504,Saint-Thomas d'Aquin 4,75107,Paris 7e Arrondissement,77.3,,26300,50740,110300,1.66,13980,22660,31690,39840,66570,96150,139710,236140,16.9,34.3,0.667,51,41,0.7,9.3,13.2,35.8,0
751072505,Saint-Thomas d'Aquin 5,75107,Paris 7e Arrondissement,72.6,,22800,47800,98360,1.58,11770,19740,26890,36620,67730,86270,124070,256020,21.8,48.3,0.709,52.3,38.1,0.8,13.4,10.7,37,0
751072506,Saint-Thomas d'Aquin 6,75107,Paris 7e Arrondissement,77.2,10.6,26280,50600,103600,1.53,12060,22770,30110,40250,65710,87060,123270,228580,19,37.2,0.67,53.2,35.8,0.8,16.6,13.2,33.6,0
751072601,Invalides 1,75107,Paris 7e Arrondissement,78.2,,30670,52930,105130,1.41,15500,25370,34570,42940,66980,86700,131570,269100,17.4,35.1,0.673,67.8,48.1,1.1,18.6,11.6,20.6,0
751072602,Invalides 2,75107,Paris 7e Arrondissement,76.6,,27820,54680,106740,1.44,14060,23390,30700,41830,67420,89780,136890,229110,16.3,41.6,0.707,61.7,51,0.6,10.1,11.2,27.1,0
751072604,Invalides 4,75107,Paris 7e Arrondissement,77.9,,29460,57650,118710,1.55,17300,24730,35330,45920,75460,102110,139750,237480,13.7,27.8,0.634,54.9,45.7,0.8,8.4,13.9,31.2,0
751072701,Ecole Militaire 1,75107,Paris 7e Arrondissement,76.2,9.6,24410,47180,80610,1.19,13270,20420,27950,36260,55640,68570,97060,143250,10.8,18.1,0.531,59.9,49.8,1.4,8.7,18.1,22,0
751072702,Ecole Militaire 2,75107,Paris 7e Arrondissement,75.6,,26750,47750,89820,1.32,12630,22570,30700,37800,62060,77840,102610,168350,13.3,23.5,0.587,56.2,44.9,1.1,10.2,16.6,27.2,0
751072703,Ecole Militaire 3,75107,Paris 7e Arrondissement,,,35300,64570,105600,1.09,19820,30750,41020,54710,74980,95020,121820,173610,8.8,12.8,0.473,65.9,53.7,1.1,11.1,20.3,13.8,0
751072704,Ecole Militaire 4,75107,Paris 7e Arrondissement,80.2,,32090,54100,102320,1.3,16750,28150,35700,45300,71170,87820,115950,176770,10.6,19.5,0.568,56.7,48.8,1,6.9,15.6,27.7,0
751072705,Ecole Militaire 5,75107,Paris 7e Arrondissement,82.1,,34140,65060,111810,1.19,21510,29680,38730,48580,78330,93710,133430,258830,12,25.6,0.638,58.1,45,0.7,12.4,14.4,27.5,0
751072706,Ecole Militaire 6,75107,Paris 7e Arrondissement,78.1,,24710,43360,89200,1.49,15690,21900,28220,35090,54940,74540,105510,193100,12.3,28,0.673,60.1,41.3,0.7,18.1,11.1,28.8,0
751072801,Gros Caillou 1,75107,Paris 7e Arrondissement,80.5,,28290,46030,77680,1.07,15190,24310,31650,38840,55660,68730,86090,116280,7.7,13,0.479,70,57.5,1.9,10.6,17.7,12.3,0
751072802,Gros Caillou 2,75107,Paris 7e Arrondissement,79.7,,27720,47170,76200,1.03,13910,23460,31940,39270,56370,68110,90700,139380,10,15.5,0.505,70.7,58.7,2.1,9.9,12,17.3,0
751072803,Gros Caillou 3,75107,Paris 7e Arrondissement,68.9,14.8,19630,36270,65820,1.27,8630,16050,23410,29890,43790,56180,75280,115300,13.4,19.4,0.512,71.5,59.8,1.6,10.1,16.5,12,0
751072804,Gros Caillou 4,75107,Paris 7e Arrondissement,73.4,13.1,22540,41870,75040,1.25,9940,18650,25670,33580,52140,65680,89810,127770,12.9,21.7,0.554,69.3,60.6,1.4,7.3,14.3,16.4,0
751072805,Gros Caillou 5,75107,Paris 7e Arrondissement,74.2,12.6,22600,38460,66730,1.15,11320,18930,24560,31180,47720,58970,77130,125100,11.1,18,0.539,72.1,59.3,1.9,10.9,15.1,12.8,0
751072806,Gros Caillou 6,75107,Paris 7e Arrondissement,80.3,,31820,73040,153940,1.67,16640,25690,38780,56250,104870,134410,208680,392130,23.6,47.2,0.69,47.4,37,0.5,9.9,10.8,41.8,0
751072807,Gros Caillou 7,75107,Paris 7e Arrondissement,82.4,,33860,70840,131450,1.38,17520,27900,40100,54470,91030,114980,158720,259860,14.8,27.5,0.617,57.6,47.9,0.6,9.1,13.1,29.3,0
751072808,Gros Caillou 8,75107,Paris 7e Arrondissement,79.9,,31480,58120,103980,1.25,16580,28040,37110,47280,74180,94570,122110,189070,11.4,32.7,0.688,47.6,40.7,0.8,6.1,10.4,42,0
751072809,Gros Caillou 9,75107,Paris 7e Arrondissement,77.5,,28080,50190,90070,1.24,15600,24190,31960,40890,64600,78850,104900,159450,10.2,18,0.546,58.6,51.1,1.3,6.2,17.2,24.2,0
751072810,Gros Caillou 10,75107,Paris 7e Arrondissement,71.6,12.8,22690,42750,74270,1.21,10150,19440,26890,35580,53100,65790,86100,127600,12.6,20.6,0.541,70.2,54.2,1.6,14.4,15,14.8,0
751072811,Gros Caillou 11,75107,Paris 7e Arrondissement,79.3,,29270,63190,134210,1.66,15370,24550,33770,45890,84200,113950,161870,252940,16.5,43.5,0.705,40.5,32.5,0.6,7.4,8.8,50.7,0
751083001,Faubourg du Roule 1,75108,Paris 8e Arrondissement,76.3,11,27010,52660,97190,1.33,11580,22150,33060,42340,66770,84220,123010,206410,17.8,27.7,0.593,65.6,52.9,1.1,11.6,10.4,24,0
751083002,Faubourg du Roule 2,75108,Paris 8e Arrondissement,73.4,11.9,23190,51940,101020,1.5,10880,19270,28890,38610,66750,87020,119430,184720,17,27.2,0.577,65.6,56.8,1,7.8,12.4,22,0
751083004,Faubourg du Roule 4,75108,Paris 8e Arrondissement,72.7,12.9,21650,41710,81200,1.43,10610,18480,25520,33370,53640,71580,90910,147350,13.9,21.5,0.545,72.9,60.1,1.7,11.1,12.1,15,0
751083005,Faubourg du Roule 5,75108,Paris 8e Arrondissement,65.5,20.3,15200,33050,74250,1.79,5740,12710,18710,25210,45390,62800,91650,152350,26.6,38.4,0.604,69.2,58.5,1.3,9.4,11.3,19.5,0
751083105,Madeleine 5,75108,Paris 8e Arrondissement,77.7,,26940,51550,90600,1.23,15610,23140,30200,40030,63260,79070,103560,158160,10.1,16,0.511,70.7,61.2,1.5,8,10.7,18.6,0
751083106,Madeleine 6,75108,Paris 8e Arrondissement,79.8,,27820,49240,85030,1.16,16310,23670,32320,39900,59600,74680,97070,148080,9.1,14.6,0.505,67,55.5,1.4,10.1,11.3,21.7,0
751083201,Europe 1,75108,Paris 8e Arrondissement,78.1,9.8,26160,48670,88110,1.27,13080,21860,29630,39530,60560,77210,99770,143790,11,18.5,0.539,73.8,63.7,1.4,8.7,9.6,16.6,0
751083202,Europe 2,75108,Paris 8e Arrondissement,79.1,,27820,57860,101860,1.28,14500,24020,34220,43040,71780,90830,113930,187260,12.9,23,0.58,67,52,1.4,13.6,9,24,0
